MFCC1_mean,MFCC1_std,MFCC2_mean,MFCC2_std,MFCC3_mean,MFCC3_std,MFCC4_mean,MFCC4_std,MFCC5_mean,MFCC5_std,MFCC6_mean,MFCC6_std,MFCC7_mean,MFCC7_std,MFCC8_mean,MFCC8_std,MFCC9_mean,MFCC9_std,MFCC10_mean,MFCC10_std,MFCC11_mean,MFCC11_std,MFCC12_mean,MFCC12_std,MFCC13_mean,MFCC13_std,SC_mean,SC_std,SFL_mean,SFL_std,RMS_mean,RMS_std,SCR_mean,SCR_std,ZCR_mean,ZCR_std
-25.895465641530716,0.9488425269775319,-1.1470855284984316,0.36675439879330995,-0.35764629344193954,-0.10490609808882564,-0.25974793242523697,-0.078782518770719,0.04770419158620068,0.17850938085103396,-0.2124435582891603,0.17709435799173662,0.3326386259471273,3105.648294459845,3.505767514167916e-05,-23.299091745979805,0.031392591026668436,0.0957370802572041,3.6387625753472954,1.0319301521671194,0.4479125568690753,0.3308117834717438,0.2809353190527555,0.26948365505753813,0.3135485544180842,0.30442828114140313,0.3475389518774062,0.42747664977037003,0.4473268740758134,0.44730251182833336,0.34441594031776906,556.2361342614328,2.4797875917188827e-05,11.084041495492157,0.017746106438025915,0.02337141248928848
-25.895465641530716,0.9488425269775319,-1.1470855284984316,0.36675439879330995,-0.35764629344193954,-0.10490609808882564,-0.25974793242523697,-0.078782518770719,0.04770419158620068,0.17850938085103396,-0.2124435582891603,0.17709435799173662,0.3326386259471273,3105.648294459845,3.505767514167916e-05,-23.299091745979805,0.031392591026668436,0.0957370802572041,3.6387625753472954,1.0319301521671194,0.4479125568690753,0.3308117834717438,0.2809353190527555,0.26948365505753813,0.3135485544180842,0.30442828114140313,0.3475389518774062,0.42747664977037003,0.4473268740758134,0.44730251182833336,0.34441594031776906,556.2361342614328,2.4797875917188827e-05,11.084041495492157,0.017746106438025915,0.02337141248928848
-24.399189373544267,0.3302879671088034,-1.096848866650243,0.23283825216200515,-0.6572704997397679,-0.1877931270725856,-0.08157209075340084,0.12010113482641298,-0.11724553521036071,-0.23721600055076547,0.1332278879745006,0.07757042087428974,-0.045214722658990986,3305.0828699188655,6.199033902253058e-05,-17.25593306438345,0.033157765284946426,0.09509104586503966,1.9680829884698705,0.8178909816521319,0.7167337850167442,0.7400066727840008,0.45779229530336835,0.5282507517625631,0.39384753839146613,0.31927561087095796,0.3247365349825454,0.3707298764382719,0.35773587141558344,0.3794914044477403,0.3513681063086083,612.6032509687846,3.7827239075745063e-05,5.474433426586985,0.01754995500532475,0.025000368163224543
-24.978483832467152,0.3501241458922764,-0.9276506098836661,0.14619269228985105,-0.7386837621854768,-0.056573076359616004,-0.1765537055851134,0.10648122273854399,0.0031265097554966682,-0.23487951974193785,0.09521659438216919,0.2114433826795214,-0.10989949560450975,3316.659450936933,5.713350200849037e-05,-18.057139962887994,0.039351904382065324,0.0978392436596771,2.047942689326957,0.812766696059406,0.5755893296261789,0.730575128142484,0.4532736245849009,0.6115678309199415,0.3606857729956706,0.3453539336887307,0.37489336251058875,0.3673774794160399,0.3966054882241168,0.42896294235735355,0.3899921647483348,594.7035929005314,3.189437665629406e-05,5.30848874533864,0.024987246925424894,0.0224887147984083
-24.587785425115438,0.3038760172954316,-0.793405287119107,0.1455190778139025,-0.8719811765409757,-0.014474751984306278,-0.14815900851364713,0.19203391336263256,-0.09759115300980706,0.11029990740384267,0.0839690223359915,0.07030020966608179,-0.09571534935214283,3567.4308369922123,5.9941018234739166e-05,-17.85905179313322,0.03250425936482111,0.10761254569304105,2.1841460625660316,0.8146340277073499,0.5979470488415448,0.6325744561047923,0.3900444010047173,0.43380735077533245,0.40862785742935986,0.36472209783634224,0.39687174137788,0.3096545664349018,0.3391515728864663,0.3931812953424995,0.41115515871355524,616.4984710883971,3.260129700429148e-05,5.834815242089723,0.022275932592927285,0.02536893223935149
-24.399189373544267,0.3302879671088034,-1.096848866650243,0.23283825216200515,-0.6572704997397679,-0.1877931270725856,-0.08157209075340084,0.12010113482641298,-0.11724553521036071,-0.23721600055076547,0.1332278879745006,0.07757042087428974,-0.045214722658990986,3305.0828699188655,6.199033902253058e-05,-17.25593306438345,0.033157765284946426,0.09509104586503966,1.9680829884698705,0.8178909816521319,0.7167337850167442,0.7400066727840008,0.45779229530336835,0.5282507517625631,0.39384753839146613,0.31927561087095796,0.3247365349825454,0.3707298764382719,0.35773587141558344,0.3794914044477403,0.3513681063086083,612.6032509687846,3.7827239075745063e-05,5.474433426586985,0.01754995500532475,0.025000368163224543
-24.978483832467152,0.3501241458922764,-0.9276506098836661,0.14619269228985105,-0.7386837621854768,-0.056573076359616004,-0.1765537055851134,0.10648122273854399,0.0031265097554966682,-0.23487951974193785,0.09521659438216919,0.2114433826795214,-0.10989949560450975,3316.659450936933,5.713350200849037e-05,-18.057139962887994,0.039351904382065324,0.0978392436596771,2.047942689326957,0.812766696059406,0.5755893296261789,0.730575128142484,0.4532736245849009,0.6115678309199415,0.3606857729956706,0.3453539336887307,0.37489336251058875,0.3673774794160399,0.3966054882241168,0.42896294235735355,0.3899921647483348,594.7035929005314,3.189437665629406e-05,5.30848874533864,0.024987246925424894,0.0224887147984083
-24.587785425115438,0.3038760172954316,-0.793405287119107,0.1455190778139025,-0.8719811765409757,-0.014474751984306278,-0.14815900851364713,0.19203391336263256,-0.09759115300980706,0.11029990740384267,0.0839690223359915,0.07030020966608179,-0.09571534935214283,3567.4308369922123,5.9941018234739166e-05,-17.85905179313322,0.03250425936482111,0.10761254569304105,2.1841460625660316,0.8146340277073499,0.5979470488415448,0.6325744561047923,0.3900444010047173,0.43380735077533245,0.40862785742935986,0.36472209783634224,0.39687174137788,0.3096545664349018,0.3391515728864663,0.3931812953424995,0.41115515871355524,616.4984710883971,3.260129700429148e-05,5.834815242089723,0.022275932592927285,0.02536893223935149
-25.038860431363567,0.6711566331733174,-0.6943489322296746,0.2834642802422876,-0.5993234059673059,-0.20625503137538603,-0.10290811913452859,0.14929614184258996,-0.15104953979271168,-0.11830796267839151,0.16743010137674194,0.1258852868769464,-0.1360920385940203,3387.2585969327215,4.765681060077696e-05,-19.047420213739006,0.036154658101685985,0.09700457780953137,1.92547079828354,0.7744710804912489,0.7089916212183891,0.7185413261353798,0.47994102894633023,0.43213734834125056,0.41155330603510926,0.36038259897208097,0.3668876746239956,0.39540426841491816,0.3587245340310547,0.43299227554089775,0.3945843702479215,614.0084987903227,2.518885289264813e-05,4.725955501588988,0.02535269063287484,0.025487676783401324
-27.86461816234936,0.4034081670966902,-0.3525065513473742,0.3759327005447678,-0.6944898509214383,-0.15301335076323286,-0.031082036314009468,-0.16952633966422515,0.3339436075823011,0.05424178674349301,0.0489143614466582,0.04054248773380451,0.09477952983607166,3558.225589941392,3.215360432664325e-05,-25.665794704624982,0.0391372519765576,0.0987362826372114,3.99537097048985,1.742498593368513,1.0595982104498771,1.1753958488474023,0.744639043916069,0.5434804552140367,0.49389453363459973,0.3872681105248662,0.48077569900151484,0.4887493478543335,0.377444910677264,0.43999925988560024,0.4237980958411653,1148.8762733721326,2.7778489066494477e-05,12.294478146452352,0.029180706617159397,0.05393644116773384
-25.038860431363567,0.6711566331733174,-0.6943489322296746,0.2834642802422876,-0.5993234059673059,-0.20625503137538603,-0.10290811913452859,0.14929614184258996,-0.15104953979271168,-0.11830796267839151,0.16743010137674194,0.1258852868769464,-0.1360920385940203,3387.2585969327215,4.765681060077696e-05,-19.047420213739006,0.036154658101685985,0.09700457780953137,1.92547079828354,0.7744710804912489,0.7089916212183891,0.7185413261353798,0.47994102894633023,0.43213734834125056,0.41155330603510926,0.36038259897208097,0.3668876746239956,0.39540426841491816,0.3587245340310547,0.43299227554089775,0.3945843702479215,614.0084987903227,2.518885289264813e-05,4.725955501588988,0.02535269063287484,0.025487676783401324
-27.86461816234936,0.4034081670966902,-0.3525065513473742,0.3759327005447678,-0.6944898509214383,-0.15301335076323286,-0.031082036314009468,-0.16952633966422515,0.3339436075823011,0.05424178674349301,0.0489143614466582,0.04054248773380451,0.09477952983607166,3558.225589941392,3.215360432664325e-05,-25.665794704624982,0.0391372519765576,0.0987362826372114,3.99537097048985,1.742498593368513,1.0595982104498771,1.1753958488474023,0.744639043916069,0.5434804552140367,0.49389453363459973,0.3872681105248662,0.48077569900151484,0.4887493478543335,0.377444910677264,0.43999925988560024,0.4237980958411653,1148.8762733721326,2.7778489066494477e-05,12.294478146452352,0.029180706617159397,0.05393644116773384
-27.054631716970086,0.5010382955646069,-1.65293062330468,0.22214455553379686,-0.6269191266249875,-0.15157755122632036,-0.602793956655665,-0.29363587909944516,-0.513646861890277,-0.2705546457906991,-0.06045761197729002,0.10278954001820201,0.13212862765771516,2921.3961651223817,3.8349578348218026e-05,-22.112830383853733,0.05044520250727979,0.08663400582905227,1.7818101295054376,0.6595132988539175,0.515100818962679,0.4791455911385932,0.3543497885442397,0.45287542517912655,0.3184354558444698,0.5084596751463024,0.4903154649721541,0.4960515124108853,0.6266057315727208,0.5638609008884874,0.45889126182239104,505.94952112487516,3.2773146742035596e-05,7.038522889793769,0.03165197031122131,0.02232840001659931
-27.054631716970086,0.5010382955646069,-1.65293062330468,0.22214455553379686,-0.6269191266249875,-0.15157755122632036,-0.602793956655665,-0.29363587909944516,-0.513646861890277,-0.2705546457906991,-0.06045761197729002,0.10278954001820201,0.13212862765771516,2921.3961651223817,3.8349578348218026e-05,-22.112830383853733,0.05044520250727979,0.08663400582905227,1.7818101295054376,0.6595132988539175,0.515100818962679,0.4791455911385932,0.3543497885442397,0.45287542517912655,0.3184354558444698,0.5084596751463024,0.4903154649721541,0.4960515124108853,0.6266057315727208,0.5638609008884874,0.45889126182239104,505.94952112487516,3.2773146742035596e-05,7.038522889793769,0.03165197031122131,0.02232840001659931
-26.504677623044383,1.8432744724582641,-1.4382503461824951,0.043538065328116805,-0.37438153622779574,0.12246057922319252,-0.4251585895225931,-0.10313766568823063,-0.24402217117727013,-0.31914593281288395,-0.12475853200357934,-0.048918261873986846,-0.06178881460195805,2238.7307597525887,3.9538269300410476e-05,-21.98027050622799,0.05542487778449315,0.06260636508314527,1.8049737366275533,0.6581016195818558,0.4504795978793938,0.4595491043849083,0.40841246001417686,0.41116132458988824,0.3267429448135423,0.42529299902372275,0.4162388634467634,0.4238583363356727,0.4946373521758284,0.5126187163320731,0.46539575494350216,442.3160149476846,3.8198202932736095e-05,7.252655854897972,0.03376265065120021,0.016234043273206756
-26.504677623044383,1.8432744724582641,-1.4382503461824951,0.043538065328116805,-0.37438153622779574,0.12246057922319252,-0.4251585895225931,-0.10313766568823063,-0.24402217117727013,-0.31914593281288395,-0.12475853200357934,-0.048918261873986846,-0.06178881460195805,2238.7307597525887,3.9538269300410476e-05,-21.98027050622799,0.05542487778449315,0.06260636508314527,1.8049737366275533,0.6581016195818558,0.4504795978793938,0.4595491043849083,0.40841246001417686,0.41116132458988824,0.3267429448135423,0.42529299902372275,0.4162388634467634,0.4238583363356727,0.4946373521758284,0.5126187163320731,0.46539575494350216,442.3160149476846,3.8198202932736095e-05,7.252655854897972,0.03376265065120021,0.016234043273206756
-24.891155926813937,0.6775077458250608,-0.8653530742055762,0.4579935938533732,-0.40332132553869093,0.05530031698424097,-0.29630047446651897,0.4873312042952768,-0.16928700817828304,0.09197219541078801,0.06911648069195407,0.02076911464282236,-0.04713209236104267,3008.3928005613916,3.71504102424264e-05,-19.863443300032355,0.03988152498005582,0.08848743275987858,1.0767729756595088,0.7369441505191509,0.43525678410831925,0.43528054249701165,0.376558881737238,0.4119671750698884,0.28296268881297565,0.2714505201292998,0.24375918662513751,0.3130177383465349,0.3179278771967254,0.3674834762737907,0.4579814430852134,499.3960835288773,2.6446271738261467e-05,4.517854496417267,0.025964244534763023,0.02959101563978727
-24.891155926813937,0.6775077458250608,-0.8653530742055762,0.4579935938533732,-0.40332132553869093,0.05530031698424097,-0.29630047446651897,0.4873312042952768,-0.16928700817828304,0.09197219541078801,0.06911648069195407,0.02076911464282236,-0.04713209236104267,3008.3928005613916,3.71504102424264e-05,-19.863443300032355,0.03988152498005582,0.08848743275987858,1.0767729756595088,0.7369441505191509,0.43525678410831925,0.43528054249701165,0.376558881737238,0.4119671750698884,0.28296268881297565,0.2714505201292998,0.24375918662513751,0.3130177383465349,0.3179278771967254,0.3674834762737907,0.4579814430852134,499.3960835288773,2.6446271738261467e-05,4.517854496417267,0.025964244534763023,0.02959101563978727
-25.22167558659088,0.6304827041431582,-0.13485397363639962,0.8649528666469317,-0.5628009111192012,-0.18924054441287516,-0.08256968622554177,0.2832659839493194,-0.09146366026701375,0.0960952910874567,0.23664456164425926,0.06728631544427395,0.1683971910071874,3486.6656752539016,4.303237559052572e-05,-18.798708380468096,0.04244199516296676,0.10008921247311342,1.4738279991486518,0.655855315292934,0.5578321550318225,0.6986651212508703,0.40690194001776675,0.3909758412209937,0.348640278840221,0.35474460630481747,0.3528459178953324,0.45312879387778426,0.4205770300820763,0.408599954928654,0.41943848737107103,612.799938167393,2.1553624774055467e-05,3.8556292014290667,0.02494985732867832,0.02557125603538564
